p-0.04_10.8917_0 dE= 0.01140
p+0.04_10.8917_0 dE= 0.01133
p_uns_0.2_1000_110 dE= 63.66369
actual force   predicted force   difference
3.36997 0.37803 2.99195
-0.57885 -0.11223 -0.46662
1.05926 0.60669 0.45257
3.00815 0.23931 2.76884
1.85445 0.29398 1.56047
-0.77179 -0.09559 -0.67620
1.06098 0.34209 0.71888
0.46140 0.79149 -0.33010
0.89407 0.69974 0.19433
1.68372 -1.07431 2.75803
-1.85261 -0.19811 -1.65450
1.71434 0.09908 1.61526
0.41673 -0.58408 1.00081
-1.52862 -0.46735 -1.06127
-0.18026 -0.73227 0.55201
2.18465 -0.10230 2.28694
-0.68932 -0.18761 -0.50171
-0.49726 -0.54574 0.04848
1.03730 0.84740 0.18990
-1.00492 -0.18857 -0.81635
-0.48731 -0.40540 -0.08191
1.00745 -1.35651 2.36396
0.52419 0.20101 0.32319
-0.46800 0.06511 -0.53310
5.20132 -0.53674 5.73806
0.40270 -0.26233 0.66503
-0.85423 -0.55392 -0.30031
5.50338 -0.27652 5.77991
1.61064 0.10605 1.50459
0.02762 0.62349 -0.59587
3.13234 0.34133 2.79102
1.45657 0.46801 0.98855
2.99636 3.51266 -0.51630
1.01104 0.83929 0.17175
1.10701 0.28538 0.82163
-1.80319 -0.44601 -1.35718
0.16416 -0.00159 0.16575
3.08339 2.32973 0.75366
-6.75431 -5.51413 -1.24018
-0.16681 -0.40301 0.23620
-0.58643 -0.43367 -0.15277
0.24170 0.36087 -0.11917
1.68970 0.20279 1.48691
12.05728 7.17105 4.88623
-0.27247 0.60156 -0.87403
-3.35149 -0.18427 -3.16722
1.64256 2.11778 -0.47522
